"species","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Lutjanus fulvus",262,"Lutjanus",55,"(Forster, 1801)","Blacktail snapper","Luful_u3.jpg",NA,NA,NA,323,"Lutjaninae",1202,NA,"fusiform-normal","R",NA,NA,0,1,1,1,"reef-associated","WaterAssumed",NA,NA,NA,1,75,9710,NA,NA,NA,34,107771,NA,NA,29.2,NA,40,"TL",NA,NA,55,25,"TL",NA,NA,30573,NA,NA,NA,"LUFUL_U4",NA,NA,NA,171,"commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"various gears",NA,0,1,0,1,0,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,1,4887,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,1,"Adults inhabit lagoon and semi-protected seaward reefs (Ref. 9710).  They prefer sheltered areas with deep holes or  large boulders (Ref. 37816).  Benthopelagic (Ref. 58302).  Solitary or in loose aggregations (Ref. 90102).  Juveniles sometimes found in shallow mangrove swamps and the lower parts of freshwater streams.  Adults feed at night on fishes, shrimps, crabs, holothurians and cephalopods (Ref. 30573). Commonly seen in markets, usually fresh. Caught with handlines, traps, and gill nets. This fish sometimes causes ciguatera poisoning, particularly in the Pacific portion of its range (Ref. 9821).",NA,0.5,0,2,1990-10-17,14,2019-02-21,10,1994-03-06,NA
"Macquaria ambigua",10312,"Macquaria",5259,"(Richardson, 1845)","Golden perch","Maamb_u0.jpg",NA,NA,NA,288,NA,27,NA,"short and-or deep","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,"potamodromous",51243,10,NA,27439,NA,NA,NA,20,6390,NA,NA,39.37,NA,76,"SL",NA,NA,44894,45,"SL",NA,NA,5259,24000,NA,6390,NA,NA,NA,NA,6390,"commercial","unknown",NA,NA,NA,NA,"gillnets",NA,0,0,0,0,0,0,0,0,1,1,"commercial",NA,12108,"never/rarely",NA,"never/rarely",NA,NA,1,4537,"harmless",NA,"no special ability",NA,NA,1,"Golden perch live throughout the river systems, from the clear, fast flowing upper reaches to the turbid, slow flowing lower reaches and associated billabongs and backwaters.  They favor deep pools with plenty of cover from fallen timber, rocky ledges or undercut banks (Ref. 27439, 44894).  Prefer warm, slow-moving, turbid sections of streams.  Also occur in flooded lakes, backwaters and impoundments.  Tolerant of temperatures between 4° and 35°C and high salinity levels (up to 35 p.p.t.).  Solitary species (Ref. 44894).  Their diet is dominated by yabbies (<i>Cherax destructor</i>), and a variety of fish species (Ref. 27439).  Juveniles disperse throughout the floodplain to find food and cover (Ref. 27440).  They feed on abundant zooplankton on recently inundated floodplains (Ref. 6390, 44894).  Adults feed on fishes, mollusks and crayfish (Ref. 44894).  Spawn from early spring to late autumn.  Golden perch is Australia's most migratory freshwater fish species (Ref. 6390).  Spawn in flooded backwaters near the surface at night after heavy spring and summer rains.  Usually a long upstream spawning migration is undertaken (movements of 2000 kilometers by tagged fish have been documented).  Eggs float near the surface and hatch in 24-36 hours.  Males mature after 2-3 years (20-30 centimeters), females after 4 years (40 centimeters) (Ref. 44894).  They are being reared by private and government hatcheries in Victoria, New South Wales and Queensland (Ref. 27552) and the fry and fingerlings produced from these hatcheries are stocked in public waters and farm dams (Ref. 26869).",NA,0.5625,0,3,1994-05-26,1472,2008-11-20,14,1994-08-09,NA
"Megalobrama pellegrini",56033,"Megalobrama",33784,"(Tchang, 1930)",NA,NA,NA,NA,NA,751,NA,8498,NA,"short and-or deep","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1,NA,49,"SL",NA,NA,96543,20.7000007629395,"TL",NA,NA,35840,2600,NA,96543,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.531199991703033,0,10,2000-04-18,65,2022-02-04,NA,NA,NA
"Metahomaloptera omeiensis",55408,"Metahomaloptera",33508,"Chang, 1944",NA,"Meome_u0.jpg",NA,NA,NA,126,NA,2142,NA,"elongated","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,6,"SL",NA,NA,108468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.75,0,10,2000-03-14,65,2018-04-26,NA,NA,NA
"Misgurnus anguillicaudatus",3016,"Misgurnus",4832,"(Cantor, 1842)","Pond loach","Miang_u2.jpg",NA,NA,NA,127,NA,9735,NA,"elongated","O",NA,NA,0,1,0,0,"demersal","Facultative",126274,NA,NA,5,NA,27732,NA,NA,NA,NA,NA,10.1999998092651,72462,31.47,NA,28,"SL",NA,NA,59043,15,"TL",NA,NA,12193,NA,NA,NA,"MIANG_U0",NA,NA,NA,5258,"commercial","unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"commercial"," ",12108,"occasionally",44091,"commercial","based mainly on capture",2060,0,NA,"potential pest",8923,"no special ability",NA,NA,1,"Occurs in rivers, lakes and ponds. Also in swamps and ricefields (Ref. 27732, 119549). Prefers muddy bottoms, where they hide in the muck and leaf litter with only their heads sticking out; prefers muddy bottoms of streams and ponds; in Hawaii, can also be found under mats of honohono (<i>Commelina diffusa</i> and California grass (<i>Brachiara nuatica</i>); feeds on worms, small crustaceans, insects, insect larvae, and other small aquatic organisms (Ref. 44091).",NA,0.503899991512299,0,1,1991-05-01,2,2022-07-28,10,1997-05-06,NA
"Mylopharyngodon piceus",4602,"Mylopharyngodon",55930,"(Richardson, 1846)","Black carp","Mypic_u1.jpg",NA,NA,NA,751,NA,2084,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"demersal","WaterAssumed",NA,"potamodromous",51243,5,30,6898,NA,NA,NA,13,55930,NA,NA,79.95,NA,180,"TL",NA,NA,40637,12.1999998092651,"SL",NA,NA,35840,35000,NA,56557,"MYPIC_U0",NA,NA,NA,4931,"highly commercial","unknown",NA,NA,"from 50,000 to 100,000",NA,"seines"," ",0,1,0,0,0,0,0,0,1,0,"commercial"," ",12108,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"potential pest",74657,"no special ability",NA,NA,1,"Adults inhabit large lowland rivers and lakes, preferably with clear water and high oxygen concentrations.  Larvae feed on zooplankton, then on ostracods and aquatic insects. At about 120 mm SL, juveniles start to prey on small snails and clams while larger juveniles and adults feed almost entirely on molluscs. Undertake upriver migration and spawns in open waters. Deposit pelagic or semipelagic eggs which hatch while drifting downstream. Larvae settle into floodplain lakes and channels with little or no current (Ref. 59043). Maximum age probably exceeds 15 years; the figure of 20 years is not supported by data (Ref. 55930).",NA,1,0,2,1991-08-19,2,2018-04-04,97,2003-01-03,NA
"Myoxocephalus scorpius",1329,"Myoxocephalus",4698,"(Linnaeus, 1758)","Shorthorn sculpin","Mysco_m0.jpg",NA,NA,NA,277,NA,2965,NA,"fusiform-normal","R",NA,NA,0,0,1,1,"demersal","WaterAssumed",NA,NA,NA,0,451,58496,NA,NA,NA,18,122394,NA,NA,26.89,NA,60,"TL",NA,NA,9925,24,"SL",NA,NA,4698,NA,NA,NA,"MYSCO_U0",NA,"MYSCO_L0",NA,NA,NA,"very high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"seines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",12253,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found on rocky bottoms with sand or mud, or among seaweeds (Ref. 4698).  Benthic (Ref. 58426).  Feeds on fishes, large crustaceans, occasionally polychaetes and amphipods (Ref. 4698).  During the spawning season, the male's underside becomes deep red with white spots.",NA,0.5,0,1,1990-10-17,2448,2020-07-10,1,1996-12-16,NA
"Myxocyprinus asiaticus",12304,"Myxocyprinus",4537,"(Bleeker, 1864)","Chinese sucker","Myasi_u4.jpg",NA,NA,NA,125,"Myxocyprininae",2532,NA,"fusiform-normal","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,"potamodromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,NA,68,"TL",NA,NA,125933,22,"SL",NA,NA,35840,4000.69995117188,NA,125933,NA,NA,NA,NA,4537,"commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"commercial",NA,4537,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,1,0,3,1994-08-12,65,2022-03-22,NA,NA,NA
"Neogobius melanostomus",12019,"Neogobius",13696,"(Pallas, 1814)","Round goby","Nemel_uc.jpg",NA,NA,"Nemel_j3.jpg",405,"Gobiinae",6975,NA,"fusiform-normal","O",NA,NA,0,1,1,1,"demersal","WaterAssumed",NA,"amphidromous",46888,0,30,36771,NA,NA,NA,6,110985,NA,NA,35.89,NA,35,"TL",NA,NA,88073,NA,NA,NA,NA,NA,381.420013427734,NA,88073,NA,NA,NA,NA,4537,"commercial","very high","Very questionable: based on ex-vessel price for species in this family","Consumed as food."," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"occasionally",40933,"commercial"," ",4537,0,NA,"potential pest",NA,"no special ability",NA,NA,1,"Prefer shallow, brackish waters but also occur in fresh waters (Ref. 36771); in lagoons and lakes, large rivers, harbors, on sand or rock bottom; mostly found on well vegetated or rock bottom (Ref. 59043).  Can tolerate a temperature range of 0 to 30°C, but mainly thrive in warm 
temperate waters; able to tolerate low oxygen content waters for several days (Ref. 36771).  Oviparous, with demersal eggs (Ref. 36771).  Longevity up to 4 years.  Males reproduce for the first time at 3-4 years, females at 2-3 years. Spawning season in April to September; females may repeat spawning during a season, every 18-20 days; body of males entirely black during this season.  Adhesive eggs deposited on stones, shells and aquatic plants; males guard eggs until hatching and usually die after spawning season.  Egg clutches are supposed to be occasionally transported attached to the hull of ships, facilitating introduction to other areas.  Feeds on a wide variety of invertebrates and small fish, mostly on molluscs (Ref. 59043). Due to its large size, it has a major commercial value in some areas, especially in Azov Sea. It is usually salted, dried and consumed with beer (Ref. 92840).",NA,0.5625,0,34,1994-08-05,65,2021-11-24,97,2003-01-15,NA
"Notothenia rossii",468,"Notothenia",2121,"Richardson, 1844","Marbled rockcod","Noros_u1.jpg",NA,NA,NA,382,"Nototheniinae",9344,NA,"fusiform-normal","O",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,"oceanodromous",51243,5,350,28106,5,350,28106,16,28106,NA,NA,63.09,54.22,92,"TL",NA,NA,5179,50,"TL",NA,NA,2121,10000,NA,5179,NA,NA,NA,NA,181,"commercial","high","Very questionable: based on ex-vessel price for species in this family","Consumed as food.","from 1,000 to 10,000",NA,"trawls","unspecified bottom trawls (TB)",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"The sexually immature members of the population stay in lesser depths, mainly in the shallow fjord bays.  Yearlings feed mainly on mesozooplankton in the near surface zone (5-15 m).  Immature and mature fish are benthic but stay in shallower depths (10-20 m).  Sexually mature fish move out of the fjord to stay in the shelf zone.  Spawn once a year (Ref. 89316).  Maximum life span for males is 12 years (Ref. 28106).",NA,0.507799983024597,0,2,1990-10-17,2,2012-02-10,NA,NA,NA
"Oncorhynchus kisutch",245,"Oncorhynchus",86798,"(Walbaum, 1792)","Coho salmon","Onkis_m3.jpg",NA,NA,NA,76,"Salmoninae",2445,NA,"fusiform-normal","O",NA,NA,0,1,1,1,"pelagic","WaterAssumed",NA,"anadromous",51243,0,250,50550,NA,NA,NA,5,36794,NA,NA,50.4,72.27,107.949996948242,"TL",65.5,NA,40637,71,"TL",59.5,NA,593,15170,NA,40637,"ONKIS_U0",NA,NA,NA,4931,"highly commercial","medium","Reliable: based on ex-vessel price for this species",NA,"from 50,000 to 100,000",NA," "," ",1,1,0,1,0,1,0,0,1,1,"commercial"," ",12108,"never/rarely",NA,"never/rarely","based mainly on capture",9183,1,4699,"harmless",NA,"no special ability",NA,NA,1,"The fish occur in the ocean or in lakes; adults return to the rivers where they were born (Ref. 27547).  The young fish emerge in springtime and they usually live in fresh water for 1-2 years (sometimes up to 4 years, Ref. 27547); later they migrate at night to freshwater lakes or to the sea (Ref. 1998).  Epipelagic (Ref. 58426).  The fish that stay more than two years in fresh water and become sexually ripe without ever going to sea, are called residuals; they never spawn (Ref. 27547). Young fish in lakes and rivers eat mainly insects; they stay almost entirely in deep parts of the river and soon become strongly territorial (Ref. 27547). Upon reaching the sea, the smolts remain close to the coast for a certain time, eating planktonic crustaceans (Ref. 27547). As they grow, they migrate farther out into the sea and hunt larger organisms (Ref. 27547) such as jellyfish, squids and fishes (Ref. 58426).  They are hunted by various fishes, birds (mergansers, loons and kingfishers), mammals and lampreys (Ref. 1998).  This kind is traded as fresh fish, dried or salted, smoked, canned, preserved and frozen (Ref. 9988).  They are steamed, grilled, broiled, cooked in the microwave and baked (Ref. 9988).",NA,0.5,0,2,1990-10-17,10,2020-01-16,97,2003-01-03,NA
"Oncorhynchus mykiss",239,"Oncorhynchus",86798,"(Walbaum, 1792)","Rainbow trout","Onmyk_u3.jpg","Onmyk_m1.jpg","Onmyk_f2.jpg","Onmyk_j0.jpg",76,"Salmoninae",2445,NA,"fusiform-normal","R",NA,NA,0,1,1,1,"benthopelagic","WaterAssumed",NA,"anadromous",51243,0,200,50550,NA,NA,NA,11,12193,4,273,42.51,52.12,122,"TL",NA,NA,96339,60,"TL",NA,NA,5504,25400,NA,7251,"ONMYK_U2",NA,NA,NA,4931,"highly commercial","low","Reliable: based on ex-vessel price for this species","Important game fish.","from 100,000 to 500,000",NA,"hooks and lines"," ",0,1,0,0,0,0,0,0,1,0,"commercial","life cycle closed in commercial culture",12108,"never/rarely",NA,"never/rarely","based mainly on capture",9183,1,4699,"potential pest",NA,"no special ability",NA,NA,1,"Inhabit clear, cold headwaters, creeks, small to large rivers, lakes, and intertidal areas (Ref. 86798).  Anadromous in coastal streams (Ref. 5723).  Stocked in almost all water bodies as lakes, rivers and streams, usually not stocked in water reaching summer temperatures above 25°C or ponds with very low oxygen concentrations.  Feed on a variety of aquatic and terrestrial invertebrates and small fishes. At the sea, they prey on fish and cephalopods.  Mature individuals undertake short spawning migrations.  Anadromous and lake forms may migrate long distances to spawning streams (Ref. 59043). Utilized fresh, smoked, canned, and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Cultured in many countries and is often hatched and stocked into rivers and lakes especially to attract recreational fishers (Ref. 9988).",NA,0.5,0,2,1990-10-17,10,2018-05-18,97,2003-01-15,NA
"Oncorhynchus nerka",243,"Oncorhynchus",86798,"(Walbaum, 1792)","Sockeye salmon","Onner_f0.jpg",NA,NA,NA,76,"Salmoninae",2445,NA,"fusiform-normal","O",NA,NA,0,1,1,1,"pelagic-oceanic","WaterAssumed",NA,"anadromous",51243,0,250,50550,NA,NA,NA,8,72462,NA,NA,31.14,72.27,84,"TL",71,NA,86798,45,"TL",58,NA,9988,7710,NA,40637,"ONNER_M0","ONNER_F0",NA,NA,4931,"highly commercial","very high","Questionable: based on ex-vessel price for species in this genus",NA,"from 100,000 to 500,000",NA,"seines"," ",1,1,0,1,0,0,0,0,1,0,"commercial"," ",12108,"never/rarely",NA,"public aquariums","based mainly on capture",9183,1,4699,"harmless",NA,"no special ability",NA,NA,1,"Epipelagic (Ref. 58426).  Occurs in open ocean and lakes and migrates up to coastal streams to spawn (Ref. 86798). There are two forms, the anadromous form known as the sockeye and the landlocked form (with a much smaller maximum size) known as the kokanee (Ref. 27547).  Upon emergence from gravel, fry at first tends to avoid light, hiding during the day and emerging at night (Ref. 27547).  In some populations, sockeye fry go to the sea during their first summer but most spend one or two (rarely three or four) years in a lake before migrating (Ref. 30333).  In a few streams of the Copper River drainage in Alaska, young sockeye stay in the stream (Ref. 27547).  Once in the lake, the young spend a few weeks inshore, feeding largely on ostracods, cladocerans and insect larvae.  The fish then become pelagic and move offshore, where they feed on plankton in the upper 20 m or so (Ref. 27547).  Seaward migration follows with the young individuals first staying fairly close to shore, feeding mainly on zooplankton, but also on small fishes and insects (Ref. 30343, 30346).  With growth, they head out to sea and fish become important in the diet (Ref. 27547).  Kokanee are confined to lake-stream systems, and most of its life is spent in the lake (Ref. 27547).  They feed mainly on plankton, but also take insects and bottom organisms (Ref. 1998).  Kokanee, wherever they are native, have been derived from anadromous populations, and each kokanee population apparently has evolved independently from a particular sockeye run (Ref. 30338, 30339).  Offspring of kokanee occasionally become anadromous, and sockeye offspring occasionally remain in freshwater (Ref. 27547).  Lifespan of the kokanee varies from two to seven years in different stocks (Ref. 27547).  The sockeye is one of the most commercially important Pacific salmons; the kokanee is primarily a sport fish but also makes excellent food and in some areas well regarded as food for large trout (Ref. 27547).  Marketed fresh, dried or salted, smoked, canned, and frozen; eaten steamed, fried, broiled, microwaved, and baked (Ref. 9988).",NA,0.5,0,2,1990-10-17,10,2018-05-10,97,2003-01-09,NA
"Oncorhynchus tshawytscha",244,"Oncorhynchus",86798,"(Walbaum, 1792)","Chinook salmon","Ontsh_m1.jpg",NA,NA,NA,76,"Salmoninae",2445,NA,"fusiform-normal","O",NA,NA,0,1,1,1,"benthopelagic","WaterAssumed",NA,"anadromous",51243,0,375,58426,NA,NA,NA,9,12193,4,273,68.24,51.68,150,"TL",NA,NA,40637,70,"TL",NA,NA,9258,61400,NA,27547,"ONTSH_U1",NA,NA,NA,4931,"highly commercial","very high","Reliable: based on ex-vessel price for this species",NA,"from 10,000 to 50,000","Canada (Ref. 9988)",NA,NA,1,1,0,1,0,1,1,0,1,1,"commercial",NA,12108,"never/rarely",NA,"public aquariums","based mainly on capture",9183,1,4699,"potential pest",12257,"no special ability",NA,NA,1,"Adults return to natal streams from the sea  to spawn (Ref. 27547).  Fry may migrate to the sea after only 3 months in fresh water, some may stay for as long as 3 years, but generally most stay a year in the stream before migrating (Ref. 27547).  Some individuals remain close inshore throughout their lives, but some make extensive migrations (Ref. 27547, 44894).  Also found in lakes (Ref. 1998).  Possibly up to 375 m depth (Ref. 6793).  Epipelagic (Ref. 58426).  Food in streams is mainly terrestrial insects and small crustaceans; in the sea, major food items include fishes, crustaceans, and other invertebrates (Ref. 27547).  Young are preyed upon by fishes and birds (such as mergansers and kingfishers); adults are prey of large mammals and large birds (Ref. 1998).  Highly regarded game fish (Ref. 27547).  Flesh is usually red, but some are white; the red meat commands a higher price (Ref. 27547).  Marketed fresh, smoked, frozen, and canned.  Eaten steamed, fried, broiled, boiled, microwaved, and baked (Ref. 9988).  Viscera said to contain high vitamin A content and used successfully as food for hatchery fish (Ref. 28971, 28977).",NA,0.5,0,2,1990-10-17,10,2018-05-14,97,2003-01-09,NA
"Onychostoma simum",54868,"Onychostoma",33326,"(Sauvage & Dabry de Thiersant, 1874)",NA,"Onsim_u0.jpg",NA,NA,NA,122,"Acrossocheilinae",10566,NA,"elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.25,NA,41.5,"SL",NA,NA,96543,24,"TL",NA,NA,35840,1800,NA,96543,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.5,0,10,2000-01-24,65,2022-02-04,NA,NA,NA
"Opsariichthys bidens",27264,"Opsariichthys",43281,"Günther, 1873",NA,"Opbid_u2.jpg",NA,NA,NA,751,NA,3492,NA,"fusiform-normal","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,21.8999996185303,"TL",NA,NA,116962,NA,NA,NA,NA,NA,58.4000015258789,NA,111347,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.500199973583221,0,10,1997-07-13,65,2022-02-08,10,2002-09-22,NA
"Oreochromis niloticus",2,"Oreochromis",2,"(Linnaeus, 1758)","Nile tilapia","Ornil_u6.jpg","Ornil_m1.jpg","Ornil_f0.jpg","Ornil_j1.jpg",349,"Pseudocrenilabrinae",3459,NA,"fusiform-normal","R",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,"potamodromous",51243,0,20,32849,NA,20,34290,9,164,12,53038,30.47,NA,60,"SL",NA,NA,4967,NA,NA,NA,NA,NA,4324,NA,40637,"ORNIL_U0","ORNIL_F0",NA,NA,4931,"highly commercial","unknown",NA,NA,"from 100,000 to 500,000",NA,"seines"," ",1,1,0,1,0,1,0,0,0,1,"commercial","life cycle closed in commercial culture",12108,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"potential pest",NA,"no special ability",NA,NA,1,"Occurs in a wide variety of freshwater habitats like rivers, lakes, sewage canals and irrigation channels (Ref. 28714). Does not do well in pure salt water, but is able to survive in brackish water (Ref. 52307). Mainly diurnal. Feeds mainly on phytoplankton or benthic algae. Additionally, insect larvae are of some importance, as are aufwuchs and detritus; juveniles tend to be more omnivorous than adults (Ref. 52307). Oviparous (Ref. 205), ovophilic (Ref. 52307). A maternal mouthbrooder (Ref. 2, 28714, 52307, 118638), males dig simple pits in shallow water (Ref. 118638). May mature early (about 11 cm TL females, 14 cm TL males) (Ref. 28714). Globally, the most important tilapia species in fish farming and supports major capture fisheries where established; generally highly invasive and known to hybridise with many other <i>Oreochromis</i> species and for this reason further stocking has been banned in a number of countries, e.g. South Africa, Malawi and Zambia (Ref. 118638). Extended temperature range 8-42 °C, natural temperature range 13.5 - 33 °C (Ref. 3). Maximum depth from Ref. 34290. Marketed fresh and frozen (Ref. 9987).",NA,0.5,0,2,1990-10-17,1307,2022-11-22,97,2003-01-28,NA
"Parabramis pekinensis",282,"Parabramis",13397,"(Basilewsky, 1855)","White amur bream","Papek_u0.jpg",NA,NA,NA,751,NA,7491,NA,"short and-or deep","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,"amphidromous",51243,NA,NA,NA,NA,NA,NA,17,56557,NA,NA,65.61,NA,55,"TL",NA,NA,1441,8.5,"SL",NA,NA,35840,4100,NA,1441,NA,NA,NA,NA,4931,"highly commercial","unknown",NA,NA,"from 100,000 to 500,000",NA,"seines"," ",0,0,0,0,0,0,0,0,0,0,"commercial"," ",12108,"never/rarely",NA,"never/rarely"," ",NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Feeds on higher aquatic plants.  Its flesh is tasty but very bony.  One of the most important commercial fishes of China (Ref. 1441).",NA,1,0,2,1990-10-17,1287,2018-04-04,97,2003-01-14,NA
"Paracheirodon axelrodi",8195,"Paracheirodon",38376,"(Schultz, 1956)","Cardinal tetra","Paaxe_u1.jpg",NA,"Paaxe_f0.jpg",NA,102,"Stethaprioninae",8064,NA,"fusiform-normal","O",NA,"Synonym, redescription, figures and discussion of type locality in Weitzman & Fink (1983)",0,1,0,0,"pelagic","WaterAssumed",NA,"non-migratory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2.50999999046326,"SL",NA,NA,38376,NA,NA,NA,NA,NA,NA,NA,NA,"PAAXE_U0",NA,NA,NA,1672,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"highly commercial","based mainly on capture",1672,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs mainly in shoals in the middle water layers.  Feeds on worms and small crustaceans (Ref. 7020).  Breeding in captivity is possible but difficult and most specimens in the aquarium trade are caught in the tributaries of the Rio Negro and Orinoco.  Eggs hatch in 24 to 30 hours and fry are free-swimming after 3 to 4 days in captivity (Ref. 7020).  One of the most popular and beautiful aquarium fishes.  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size 60 cm (Ref. 51539).",NA,0.625,0,1,1993-08-10,65,2013-07-15,556,2001-10-29,NA
"Paracirrhites arcatus",5835,"Paracirrhites",2334,"(Cuvier, 1829)","Arc-eye hawkfish","Paarc_u1.jpg",NA,NA,NA,352,NA,8623,1,"fusiform-normal","O",NA,"The species <i>Paracirrhites amblycephalus</i> (Bleeker 1857) is considered as valid in Eschmeyer (CofF ver. May 2011: Ref. 86870).  Please send references, or more studies are needed.",1,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,91,37816,1,33,27115,NA,NA,NA,NA,10,NA,20,"TL",NA,NA,48636,NA,NA,NA,NA,NA,NA,NA,NA,"PAARC_U1",NA,NA,NA,NA,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occur in lagoon and seaward reefs from 1 to at least 33 m, on heads of small branching corals, e.g. <i>Stylophora</i>, <i>Pocillopora</i>, <i>Acropora</i> (Ref. 9710).  Benthic (Ref. 58302).  Feed mainly on shrimps, small fishes, crabs, and other crustaceans (Ref. 2334). Solitary (Ref 90102).",NA,0.515600025653839,0,14,1992-06-12,2291,2013-03-19,50,1995-10-02,NA
